"","y2_statefips","y2_countyfips","y1_countyname","Inflow","Year","Outflow"
"2173",36,51,"Livingston County Total Migration-US and Foreign",2061,2018,2223
"2174",36,53,"Madison County Total Migration-US and Foreign",2610,2018,2923
"2175",36,55,"Monroe County Total Migration-US and Foreign",16053,2018,19194
"2176",36,57,"Montgomery County Total Migration-US and Foreign",1918,2018,2229
"2177",36,59,"Nassau County Total Migration-US and Foreign",47188,2018,49692
"2178",36,61,"New York County Total Migration-US and Foreign",90002,2018,112652
"2179",36,63,"Niagara County Total Migration-US and Foreign",5636,2018,5894
"2180",36,65,"Oneida County Total Migration-US and Foreign",5474,2018,5905
"2181",36,67,"Onondaga County Total Migration-US and Foreign",11947,2018,14095
"2182",36,69,"Ontario County Total Migration-US and Foreign",4878,2018,4501
"2183",36,71,"Orange County Total Migration-US and Foreign",16064,2018,15616
"2184",36,73,"Orleans County Total Migration-US and Foreign",1362,2018,1375
"2185",36,75,"Oswego County Total Migration-US and Foreign",3390,2018,3748
"2186",36,77,"Otsego County Total Migration-US and Foreign",2093,2018,2410
"2187",36,79,"Putnam County Total Migration-US and Foreign",4542,2018,4874
"2188",36,81,"Queens County Total Migration-US and Foreign",73174,2018,108933
"2189",36,83,"Rensselaer County Total Migration-US and Foreign",7086,2018,7871
"2190",36,85,"Richmond County Total Migration-US and Foreign",16354,2018,16843
"2191",36,87,"Rockland County Total Migration-US and Foreign",8446,2018,10707
"2192",36,89,"St. Lawrence County Total Migration-US and Foreign",2103,2018,2370
"2193",36,91,"Saratoga County Total Migration-US and Foreign",11390,2018,11117
"2194",36,93,"Schenectady County Total Migration-US and Foreign",6746,2018,7112
"2195",36,95,"Schoharie County Total Migration-US and Foreign",1036,2018,1101
"2196",36,97,"Schuyler County Total Migration-US and Foreign",715,2018,795
"2197",36,99,"Seneca County Total Migration-US and Foreign",1328,2018,1301
"2198",36,101,"Steuben County Total Migration-US and Foreign",2965,2018,3294
"2199",36,103,"Suffolk County Total Migration-US and Foreign",36461,2018,41145
"2200",36,105,"Sullivan County Total Migration-US and Foreign",3471,2018,3413
"2201",36,107,"Tioga County Total Migration-US and Foreign",2090,2018,2044
"2202",36,109,"Tompkins County Total Migration-US and Foreign",3928,2018,4589
"2203",36,111,"Ulster County Total Migration-US and Foreign",6076,2018,6326
"2204",36,113,"Warren County Total Migration-US and Foreign",3083,2018,3206
"2205",36,115,"Washington County Total Migration-US and Foreign",2430,2018,2561
"2206",36,117,"Wayne County Total Migration-US and Foreign",3305,2018,3486
"2207",36,119,"Westchester County Total Migration-US and Foreign",34706,2018,37504
"2208",36,121,"Wyoming County Total Migration-US and Foreign",1244,2018,1350
"2209",36,123,"Yates County Total Migration-US and Foreign",758,2018,835
"2210",37,1,"Alamance County Total Migration-US and Foreign",8916,2018,6645
"2211",37,3,"Alexander County Total Migration-US and Foreign",1443,2018,1310
"2212",37,5,"Alleghany County Total Migration-US and Foreign",421,2018,342
"2213",37,7,"Anson County Total Migration-US and Foreign",873,2018,848
"2214",37,9,"Ashe County Total Migration-US and Foreign",999,2018,908
"2215",37,11,"Avery County Total Migration-US and Foreign",795,2018,792
"2216",37,13,"Beaufort County Total Migration-US and Foreign",2055,2018,1975
"2217",37,15,"Bertie County Total Migration-US and Foreign",586,2018,676
"2218",37,17,"Bladen County Total Migration-US and Foreign",1049,2018,1190
"2219",37,19,"Brunswick County Total Migration-US and Foreign",11156,2018,6098
"2220",37,21,"Buncombe County Total Migration-US and Foreign",14068,2018,12569
"2221",37,23,"Burke County Total Migration-US and Foreign",3433,2018,3301
"2222",37,25,"Cabarrus County Total Migration-US and Foreign",16582,2018,12660
"2223",37,27,"Caldwell County Total Migration-US and Foreign",2890,2018,2666
"2224",37,29,"Camden County Total Migration-US and Foreign",919,2018,708
"2225",37,31,"Carteret County Total Migration-US and Foreign",3948,2018,3744
"2226",37,33,"Caswell County Total Migration-US and Foreign",992,2018,924
"2227",37,35,"Catawba County Total Migration-US and Foreign",7794,2018,6915
"2228",37,37,"Chatham County Total Migration-US and Foreign",5076,2018,3908
"2229",37,39,"Cherokee County Total Migration-US and Foreign",1413,2018,1110
"2230",37,41,"Chowan County Total Migration-US and Foreign",634,2018,558
"2231",37,43,"Clay County Total Migration-US and Foreign",670,2018,497
"2232",37,45,"Cleveland County Total Migration-US and Foreign",4303,2018,3570
"2233",37,47,"Columbus County Total Migration-US and Foreign",1486,2018,1448
"2234",37,49,"Craven County Total Migration-US and Foreign",6597,2018,7287
"2235",37,51,"Cumberland County Total Migration-US and Foreign",27227,2018,29261
"2236",37,53,"Currituck County Total Migration-US and Foreign",2324,2018,1465
"2237",37,55,"Dare County Total Migration-US and Foreign",2098,2018,1785
"2238",37,57,"Davidson County Total Migration-US and Foreign",8152,2018,6856
"2239",37,59,"Davie County Total Migration-US and Foreign",2365,2018,1839
"2240",37,61,"Duplin County Total Migration-US and Foreign",2025,2018,2260
"2241",37,63,"Durham County Total Migration-US and Foreign",20888,2018,21186
"2242",37,65,"Edgecombe County Total Migration-US and Foreign",2451,2018,2664
"2243",37,67,"Forsyth County Total Migration-US and Foreign",17092,2018,16119
"2244",37,69,"Franklin County Total Migration-US and Foreign",5188,2018,3500
"2245",37,71,"Gaston County Total Migration-US and Foreign",11893,2018,10330
"2246",37,73,"Gates County Total Migration-US and Foreign",480,2018,393
"2247",37,75,"Graham County Total Migration-US and Foreign",255,2018,262
"2248",37,77,"Granville County Total Migration-US and Foreign",3199,2018,2794
"2249",37,79,"Greene County Total Migration-US and Foreign",830,2018,801
"2250",37,81,"Guilford County Total Migration-US and Foreign",23811,2018,24325
"2251",37,83,"Halifax County Total Migration-US and Foreign",1608,2018,1830
"2252",37,85,"Harnett County Total Migration-US and Foreign",11983,2018,11571
"2253",37,87,"Haywood County Total Migration-US and Foreign",2798,2018,2401
"2254",37,89,"Henderson County Total Migration-US and Foreign",6541,2018,5385
"2255",37,91,"Hertford County Total Migration-US and Foreign",680,2018,745
"2256",37,93,"Hoke County Total Migration-US and Foreign",5719,2018,5398
"2257",37,95,"Hyde County Total Migration-US and Foreign",105,2018,175
"2258",37,97,"Iredell County Total Migration-US and Foreign",11242,2018,8153
"2259",37,99,"Jackson County Total Migration-US and Foreign",1922,2018,1871
"2260",37,101,"Johnston County Total Migration-US and Foreign",14778,2018,9766
"2261",37,103,"Jones County Total Migration-US and Foreign",490,2018,562
"2262",37,105,"Lee County Total Migration-US and Foreign",3931,2018,3401
"2263",37,107,"Lenoir County Total Migration-US and Foreign",2602,2018,2201
"2264",37,109,"Lincoln County Total Migration-US and Foreign",5818,2018,4262
"2265",37,111,"McDowell County Total Migration-US and Foreign",1700,2018,1353
"2266",37,113,"Macon County Total Migration-US and Foreign",1713,2018,1379
"2267",37,115,"Madison County Total Migration-US and Foreign",1082,2018,851
"2268",37,117,"Martin County Total Migration-US and Foreign",750,2018,818
"2269",37,119,"Mecklenburg County Total Migration-US and Foreign",62359,2018,62051
"2270",37,121,"Mitchell County Total Migration-US and Foreign",559,2018,558
"2271",37,123,"Montgomery County Total Migration-US and Foreign",1142,2018,902
"2272",37,125,"Moore County Total Migration-US and Foreign",7496,2018,5657
"2273",37,127,"Nash County Total Migration-US and Foreign",5209,2018,4715
"2274",37,129,"New Hanover County Total Migration-US and Foreign",12303,2018,11727
"2275",37,131,"Northampton County Total Migration-US and Foreign",789,2018,849
"2276",37,133,"Onslow County Total Migration-US and Foreign",20197,2018,22728
"2277",37,135,"Orange County Total Migration-US and Foreign",9341,2018,9402
"2278",37,137,"Pamlico County Total Migration-US and Foreign",603,2018,446
"2279",37,139,"Pasquotank County Total Migration-US and Foreign",2338,2018,2216
"2280",37,141,"Pender County Total Migration-US and Foreign",4620,2018,3554
"2281",37,143,"Perquimans County Total Migration-US and Foreign",818,2018,627
"2282",37,145,"Person County Total Migration-US and Foreign",1398,2018,1307
"2283",37,147,"Pitt County Total Migration-US and Foreign",7773,2018,8000
"2284",37,149,"Polk County Total Migration-US and Foreign",1205,2018,931
"2285",37,151,"Randolph County Total Migration-US and Foreign",5930,2018,5069
"2286",37,153,"Richmond County Total Migration-US and Foreign",1349,2018,1368
"2287",37,155,"Robeson County Total Migration-US and Foreign",2935,2018,3923
"2288",37,157,"Rockingham County Total Migration-US and Foreign",3344,2018,3012
"2289",37,159,"Rowan County Total Migration-US and Foreign",7063,2018,5938
"2290",37,161,"Rutherford County Total Migration-US and Foreign",2278,2018,1943
"2291",37,163,"Sampson County Total Migration-US and Foreign",2212,2018,2259
"2292",37,165,"Scotland County Total Migration-US and Foreign",1314,2018,1453
"2293",37,167,"Stanly County Total Migration-US and Foreign",2547,2018,1944
"2294",37,169,"Stokes County Total Migration-US and Foreign",1969,2018,1615
"2295",37,171,"Surry County Total Migration-US and Foreign",2203,2018,2318
"2296",37,173,"Swain County Total Migration-US and Foreign",697,2018,673
"2297",37,175,"Transylvania County Total Migration-US and Foreign",1717,2018,1564
"2298",37,177,"Tyrrell County Total Migration-US and Foreign",152,2018,143
"2299",37,179,"Union County Total Migration-US and Foreign",14522,2018,11097
"2300",37,181,"Vance County Total Migration-US and Foreign",1742,2018,1807
"2301",37,183,"Wake County Total Migration-US and Foreign",59911,2018,52925
"2302",37,185,"Warren County Total Migration-US and Foreign",891,2018,773
"2303",37,187,"Washington County Total Migration-US and Foreign",375,2018,443
"2304",37,189,"Watauga County Total Migration-US and Foreign",2413,2018,2503
"2305",37,191,"Wayne County Total Migration-US and Foreign",5818,2018,6295
"2306",37,193,"Wilkes County Total Migration-US and Foreign",1735,2018,1778
"2307",37,195,"Wilson County Total Migration-US and Foreign",3189,2018,3154
"2308",37,197,"Yadkin County Total Migration-US and Foreign",1410,2018,1309
"2309",37,199,"Yancey County Total Migration-US and Foreign",702,2018,619
"2310",38,1,"Adams County Total Migration-US and Foreign",59,2018,102
"2311",38,3,"Barnes County Total Migration-US and Foreign",384,2018,384
"2312",38,5,"Benson County Total Migration-US and Foreign",192,2018,247
"2313",38,9,"Bottineau County Total Migration-US and Foreign",207,2018,277
"2314",38,11,"Bowman County Total Migration-US and Foreign",143,2018,121
"2315",38,13,"Burke County Total Migration-US and Foreign",83,2018,78
"2316",38,15,"Burleigh County Total Migration-US and Foreign",4159,2018,4326
"2317",38,17,"Cass County Total Migration-US and Foreign",8197,2018,8707
"2318",38,19,"Cavalier County Total Migration-US and Foreign",74,2018,103
"2319",38,21,"Dickey County Total Migration-US and Foreign",101,2018,187
"2320",38,23,"Divide County Total Migration-US and Foreign",49,2018,35
"2321",38,25,"Dunn County Total Migration-US and Foreign",368,2018,273
"2322",38,27,"Eddy County Total Migration-US and Foreign",69,2018,96
"2323",38,29,"Emmons County Total Migration-US and Foreign",47,2018,70
"2324",38,31,"Foster County Total Migration-US and Foreign",96,2018,54
"2325",38,35,"Grand Forks County Total Migration-US and Foreign",3715,2018,4476
"2326",38,39,"Griggs County Total Migration-US and Foreign",43,2018,57
"2327",38,41,"Hettinger County Total Migration-US and Foreign",61,2018,87
"2328",38,43,"Kidder County Total Migration-US and Foreign",63,2018,58
"2329",38,45,"LaMoure County Total Migration-US and Foreign",70,2018,103
"2330",38,47,"Logan County Total Migration-US and Foreign",37,2018,69
"2331",38,49,"McHenry County Total Migration-US and Foreign",134,2018,179
"2332",38,51,"McIntosh County Total Migration-US and Foreign",55,2018,41
"2333",38,53,"McKenzie County Total Migration-US and Foreign",1802,2018,1375
"2334",38,55,"McLean County Total Migration-US and Foreign",335,2018,380
"2335",38,57,"Mercer County Total Migration-US and Foreign",306,2018,323
"2336",38,59,"Morton County Total Migration-US and Foreign",1972,2018,1936
"2337",38,61,"Mountrail County Total Migration-US and Foreign",757,2018,711
"2338",38,63,"Nelson County Total Migration-US and Foreign",66,2018,137
"2339",38,65,"Oliver County Total Migration-US and Foreign",71,2018,55
"2340",38,67,"Pembina County Total Migration-US and Foreign",133,2018,296
"2341",38,69,"Pierce County Total Migration-US and Foreign",108,2018,135
"2342",38,71,"Ramsey County Total Migration-US and Foreign",389,2018,585
"2343",38,73,"Ransom County Total Migration-US and Foreign",193,2018,159
"2344",38,75,"Renville County Total Migration-US and Foreign",44,2018,78
"2345",38,77,"Richland County Total Migration-US and Foreign",694,2018,764
"2346",38,79,"Rolette County Total Migration-US and Foreign",216,2018,272
"2347",38,81,"Sargent County Total Migration-US and Foreign",158,2018,139
"2348",38,85,"Sioux County Total Migration-US and Foreign",52,2018,108
"2349",38,89,"Stark County Total Migration-US and Foreign",2227,2018,1950
"2350",38,91,"Steele County Total Migration-US and Foreign",64,2018,85
"2351",38,93,"Stutsman County Total Migration-US and Foreign",663,2018,871
"2352",38,95,"Towner County Total Migration-US and Foreign",65,2018,67
"2353",38,97,"Traill County Total Migration-US and Foreign",367,2018,357
"2354",38,99,"Walsh County Total Migration-US and Foreign",318,2018,388
"2355",38,101,"Ward County Total Migration-US and Foreign",4326,2018,5533
"2356",38,103,"Wells County Total Migration-US and Foreign",90,2018,117
"2357",38,105,"Williams County Total Migration-US and Foreign",4079,2018,3337
"2358",39,1,"Adams County Total Migration-US and Foreign",888,2018,883
"2359",39,3,"Allen County Total Migration-US and Foreign",3328,2018,3633
"2360",39,5,"Ashland County Total Migration-US and Foreign",2095,2018,2108
"2361",39,7,"Ashtabula County Total Migration-US and Foreign",2726,2018,2806
"2362",39,9,"Athens County Total Migration-US and Foreign",1935,2018,2342
"2363",39,11,"Auglaize County Total Migration-US and Foreign",1764,2018,1763
"2364",39,13,"Belmont County Total Migration-US and Foreign",1908,2018,2199
